ID,Isi Berita,Label
67,"Chelsea main tanpa Joao Pedro saat dikalahkan Brentford. Absennya striker Brasil itu bikin mesin gol The Blues mogok.
Chelsea bertandang ke GTech Community Stadium, Sabtu (19/9/2026) dalam lanjutan Liga Inggris 2026/2027. The Blues tumbang dengan skor 0-3.
Di laga itu, Chelsea tampil memble. Untuk pertama kalinya musim ini, pasukan Xabi Alonso gagal mencetak gol di pertandingan.
Alonso bermain tanpa Joao Pedro di laga ini. Penyerang berusia 24 tahun itu absen akibat cedera.
Padahal, Joao Pedro bersama Cole Palmer dan Morgan Rogers menjadi mesin gol Chelsea musim ini. Ketiganya sudah menghasilkan 10 gol dan 10 assist untuk Si Biru.
Trio JP Morgan yang kurang lengkap saat melawan Brentford akhirnya bikin mesin gol Chelsea mandek. Tak ada gol bisa dihasilkan, atau ancaman berarti.
Malah gawang Chelsea yang terus menerus kebobolan. Baru lima pekan, raksasa London Barat itu sudah kejebolan 12 kali, terbanyak ketimban tim lain.
Kekalahan 3 gol di markas Brentford bikin Chelsea tertahan di peringkat 7 klasemen Liga Inggris dengan 7 poin. Sementara Brentford naik ke posisi 3 dengan 9 poin.
(yna/bay)",sport
68,"Chelsea kalah tiga gol dari Brentford, salah satunya lewat bola mati lagi. The Blues sering dibully di kotak penalti sendiri.
Chelsea kalah 0-3 saat melawat ke GTech Community Stadium, Sabtu (19/9/2026) dini hari WIB. Si Biru dibobol Jaidon Anthony, Igor Thiago, dan Fabio Carvalho.
Gol pertama ke gawang Chelsea dihasilkan Brentford lewat bola mati. Lewat tendangan sudut, Anthony bisa meneruskan umpan sundulan Jannick Schuster.
Itu menjadi gol kelima yang bersarang ke gawang Chelsea yang diawali dari bola mati. Sebelumnya gawangnya juga bobol dari cara serupa kala melawan Brighton, Hull City, dan Leeds United.
Padahal, Chelsea sudah merekrut spesialis bola mati musim ini. Austin MacPhee dibajak dari Aston Villa, namun belum memberikan dampak signfikan.
Menanggapi hal itu, bek Levi Colwill mengakui masih banyak pr yang harus dibenahi.
""Kinerja kami belum cukup baik. Kadang-kadang kami tertekan di kotak penalti, dan kami pasti harus memperbaiki hal itu. Kami sepenuhnya percaya pada pelatih situasi bola mati kami dan masih beradaptasi dengan hal-hal baru. Kami memang perlu meningkatkan performa sebagai tim,"" kata Colwill, melansir BBC.
""Saya tidak berpikir semangat tim menurun. Itu menyakitkan, dan kami berusaha keras untuk mencetak gol penyeimbang, tapi justru kebobolan lewat serangan balik. Saya tidak berpikir semangat kami menurun.""
""Kami masih perlu banyak meningkatkan performa. Kami tidak bisa hanya mengandalkan trio penyerang kami untuk menyelamatkan kami dari bahaya. Seluruh pemain lainnya harus membantu sebisa mungkin. Kami jelas masih memiliki banyak ruang untuk berkembang,"" kata bek asal Inggris itu.
(yna/bay)",sport
69,"Chelsea kalah telak 0-3 dari Brentford di lanjutan Liga Inggris. Eks pemainnya, Gary Cahill beri kritikan tajam!
Chelsea bertandang ke Brentford pada Sabtu (19/9) dini hari WIB. The Blues kalah telak 0-3.
Chelsea makin perpanjang daftar kebobolan. Chelsea sudah kebobolan 12 kali dari lima laga.
Malah, Chelsea lanjutkan rekor tidak clean sheets. Sudah 21 laga beruntun di liga.
Padahal, klub asal London itu sudah membeli beberapa bek dan kiper baru. Tapi masalah kebobolan juga belum terselesaikan.
| Baca juga: Xabi: Konsisten Dong, Chelsea | 
Eks bek Chelsea, Gary Cahill memberikan kritikan tajam kepada The Blues. Menurutnya, lini pertahanan Chelsea kini rapuh dan lembek!
""Ada unsur kerapuhan di sana, khususnya ketika menghadapi bola mati,"" ketusnya dilansir dari Sky Sports.
""Jangan sampai mereka punya pola pikir ketika menghadapi bola mati, 'kebobolan lagi deh',"" sambungnya.
| Baca juga: Tanpa Joao Pedro, Mesin Gol Chelsea Mogok | 
Gary Cahill pun menilai cara bertahan Chelsea terlalu lunak. Sehingga, gawangnya mudah kebobolan.
""Saat ini sikap mereka lunak ketika bertahan, karena Anda bisa melihat bagaimana mereka bisa kebobolan. Bek-beknya terlihat lesu setelah kebobolan, rasanya menyakitkan, sungguh,"" ungkapnya.
""Satu-satunya cara untuk keluar dari situasi ini adalah dengan bekerja keras bersama, memastikan tim lebih sulit ditembus lawan, dan bermain lebih tanpa ampun,"" tutup Cahill yang pernah meraih dua titel Premier League bersama Chelsea.
(aff/aff)",sport
70,"Laju Manchester United belum meyakinkan dan belum lama ini kalah di dua laga secara beruntun. Meski demikian, Michael Carrick menilai itu bukan bencana.
MU baru menang dua kali dalam enam pertandingan yang sudah mereka mainkan di semua kompetisi musim ini. Kemenangan itu diraih atas tim promosi Ipswich Town dan tim debutan Liga Champions Sabah FK.
Sementara itu di empat laga lainnya, MU menelan tiga kekalahan dan satu hasil seri. Dalam dua laga terakhir, Setan Merah berturut-turut takluk dari Manchester City dan Brighton & Hove Albion.
Situasi tersebut mulai memunculkan tekanan untuk Carrick. Meski demikian, Carrick menilai hasil-hasil MU sejauh ini yang kurang sip tak menggambarkan timnya secara keseluruhan.
| Baca juga: Diisukan Akan Dipecat, Carrick: Konyol! | 
""Itu bukan bencana atau malapetaka. Ini bukan akhir dunia,"" ujar Carrick seperti dilansir Sky Sports.
""Kami tidak di posisi di mana kami dalam laju buruk yang panjang. Kami kalah di dua pertandingan terakhir, dan kami merasa kalau kami mulai masuk ke semua pertandingan yang kami mainkan, kalau bukan tim yang lebih baik di awal pertandingan.""
""Kami bukannya kesulitan sepanjang waktu. Kami juga melakukan banyak hal bagus. Menempatkan diri kami di posisi yang bagus dalam pertandingan yang kami mainkan,"" lanjut Carrick.
""Jadi keyakinannya jelas datang dari sana. Hal-hal bagus yang sudah kami lakukan kadang tertutup oleh situasi di sekitar, tapi hal itu tidak pernah terlupakan oleh kami,"" katanya.
| Baca juga: MU Nggak Panik Kandas dari Carabao Cup | 
(nds/aff)",sport
71,"Juventus memulai Serie A dengan kurang sip, hingga Luciano Spalletti mulai dipertanyakan. Klub meminta semua orang percaya.
Juventus tersendat di empat pekan pertama Liga Italia. Setelah memenangi dua laga pertama, mereka ditahan imbang dan kalah di dua yang terbaru.
Mereka ditahan AC Milan 1-1 lalu kalah secara mengejutkan dari Sassuolo dengan skor 2-3. Bianconeri pun saat ini tercecer ke posisi delapan klasemen dengan tujuh poin, sudah lima poin di belakang AS Roma dan Inter Milan yang memimpin.
Direktur Keolahragaan Juventus Frederic Massara memastikan tim tak menganggap enteng setiap poin yang terbuang. Tapi ia juga meminta semua pihak memberikan penilaian secara adil dan tenang.
""Kami semua yang memakai seragam Juventus punya tugas untuk tak mengecilkan bahkan satupun poin yang hilang, tapi kamu juga punya kewajiban untuk membuat penilaian dengan tenang,"" ungkap Massara dikutip Football Italia.
| Baca juga: Spalletti Tak Khawatir Dipecat Juventus | 
""Dan penilaian itu dimulai dari satu kepastian, bahwa tim ini di tangan yang luar biasa dan bahwa klub punya keyakinan penuh terhadap kemampuan sang pelatih dan tim.""
""Kami percaya diri bahwa dengan upaya, proses pertumbuhan ini bisa tercapai dengan cepat.""
Juventus menemukan momentum dengan kemenanga telak 5-0 atas NEC Nijmegen di Liga Europa, Jumat (18/9/2026) dini hari WIB tadi. Mereka selanjutnya akan menjamu Atalanta, Minggu (20/9) malam WIB.
(raw/bay)",sport
72,"Kompetisi Liga Italia Serie A 2026/2027 memasuki pekan kelima. Sejumlah pertandingan menarik akan tersaji mulai Sabtu (19/9/2026) dini hari WIB hingga Senin (21/9/2026) dini hari WIB.
Pekan kelima dibuka dengan pertandingan Monza vs Sassuolo di U-Power Stadium pada Sabtu dini hari. Bek Timnas Indonesia, Jay Idzes, diragukan tampil setelah cedera saat melawan Juventus.
Pada Sabtu (19/9), terdapat empat pertandingan. Bologna menghadapi Torino, sementara Udinese bertemu Cagliari. Setelah itu, perhatian akan tertuju pada duel AS Roma vs Inter Milan.
Roma dan Inter sama-sama masih sempurna dengan 12 poin. Kedua tim cuma dipisahkan dengan selisih gol, yakni Roma +11 dan Inter +7.
Sementara itu, Minggu (20/9) menghadirkan lima pertandingan. Fiorentina menjamu Napoli, Frosinone menghadapi Como, serta Parma berhadapan dengan Genoa.
Pada waktu yang sama, Juventus akan menghadapi Atalanta, sedangkan AC Milan menjamu Lecce dalam pertandingan lainnya.
Berikut jadwal lengkap pekan ke-5 Liga Italia 2026/2027:
Sabtu, 19 September 2026
01.45 WIB: Monza vs Sassuolo - Live: Vidio, Champions TV 3
20.00 WIB: Bologna vs Torino - Live: Vidio, Champions TV 3
20.00 WIB: Udinese vs Cagliari - Live: Vidio, Champions TV 2
23.00 WIB: Roma vs Inter - Live: Vidio, Champions TV 3
Minggu, 20 September 2026
01.45 WIB: Venezia vs Lazio - Live: Vidio, Champions TV 3
17.30 WIB: Fiorentina vs Napoli - Live: Vidio, Champions TV 3
20.00 WIB: Frosinone vs Como - Live: ANTV, Vidio, Champions TV 3
20.00 WIB: Parma vs Genoa - Live: Vidio, Champions TV 2
23.00 WIB: Juventus vs Atalanta - Live: Vidio, Champions TV 3
Senin, 21 September 2026
01.45 WIB: Milan vs Lecce - Live: ANTV, Vidio, Champions TV 3
(ran/aff)",sport
73,"Nicolas Gonzalez mulai merasa nyaman di Juventus. Hal itu tak lepas dari faktor Luciano Spalletti.
Pemain yang akrab disapa Nico itu mencetak gol pembuka untuk Juventus saat melawan NEC Nijmegen. Pertandingan di Allianz Stadium dalam laga Liga Europa tersebut dimenangkan Bianconeri dengan skor 5-0, Jumat (18/9/2026) dini hari WIB.
Juventus mendatangkan Nico Gonzalez pada musim panas 2024 dari Fiorentina. Gelandang asal Argentina bisa dikatakan jarang menjadi starter di era kepelatihan Thiago Motta dan Igor Tudor.
Nico juga sampai harus dipinjamkan ke Atletico Madrid pada musim 2025/2026. Di bawah arahan Diego Simeone, dia tampil 37 kali dengan mengemas lima gol.
Gelandang berusia 28 tahun itu sudah mulai nyaman di Juventus sejak kembali dari Atletico Madrid. Kehadiran Spalletti membuatnya nyaman, terlebih selalu menjadi starter dalam tiga pertandingan terakhir.
""Saat ini saya merasa nyaman di tim ini, juga berkat kepercayaan pelatih kepada saya. Saya menunjukkannya di lapangan, di mana saya menikmati permainan. Saya berharap dapat terus seperti ini,"" kata Nico Gonzalez yang dikutip dari Football Italia.
Nico Gonzalez mendapatkan peran bebas di belakang striker. Aksinya di kotak penalti juga menyebabkan Juventus mendapatkan hadiah penalti untuk gol Nick Woltemade, yang baru didatangkan pada musim panas ini.
""Para striker kami membutuhkan gol karena mereka hidup untuk itu. Saya harap ini baru permulaan, karena bagi mereka ini sangat penting,"" Nico mengungkapkan.
| Baca juga: Inilah Juventus yang Spalletti Mau | 
(ran/aff)",sport
74,"Gian Piero Gasperini memuji kerja sama antara Paulo Dybala dan Donyell Malen di lini serang AS Roma. Chemistry di antara keduanya bikin takjub Gasperini.
Malen tengah memuncaki daftar top skor Serie A dengan enam gol dalam empat pertandingan. Dybala juga ada di posisi teratas dalam hal assist (4).
Tiga dari enam gol Malen merupakan assist dari Dybala. Penampilan apik dari Malen dan Dybala turut berperan dalam laju positif I Lupi yang kini memuncaki klasemen Liga Italia dengan empat kemenangan dalam empat laga.
Gasperini pun senang dengan kualitas yang ditampilkan Malen dan Dybala.
""Karakteristik mereka cocok. Dybala punya kemampuan membaca ketika Malen melepaskan diri, bahkan ketika mereka terlihat tidak saling melihat. Kualitas yang dia berikan luar biasa,"" ujar Gasperini kepada Sky Sport Italia.
""Malen memiliki kemampuan luar biasa untuk mengubah momen-momen itu menjadi gol yang kelihatannya mudah, tapi sebenarnya jauh dari itu.""
""Mereka adalah kombinasi yang berjalan dengan baik,"" katanya.
| Baca juga: Siapa Sangka Donyell Malen Seseram Ini | 
(nds/rin)",sport
75,"AS Roma sejauh ini menunjukkan laju positif di Serie A dan memuncaki klasemen. Meski demikian, pelatih Roma Gian Piero Gasperini belum memasang target tinggi.
Roma masih sempurna setelah empat pertandingan di Serie A 2026/27. Giallorossi menyapu bersih kemenangan dan kini memimpin klasemen Liga Italia dengan 12 poin, unggul selisih gol atas Inter Milan.
Roma pun mulai digadang-gadang bukan sekadar pesaing di empat besar. Paulo Dybala dkk. disebut-sebut sebagai salah satu rival Inter dalam perebutan scudetto.
Kendati demikian, menaikkan standar Roma bukan berarti menargetkan gelar juara Liga Italia bagi Gasperini. Ia baru akan menentukan target usai tengah musim nanti.
""Bukan begitu kami menaikkan standar. Anda tidak menaikkan standar dengan memasang target yang lebih berat. Anda menaikkannya dengan meningkatkan standar setiap harinya, mengasah diri sendiri, dan mencoba lebih baik,"" ujar Gasperini kepada Sky Sport Italia.
""Kami sadar kalau prediksi soal kami terus dibuat dan memang seharusnya demikian. Orang-orang punya mimpi-mimpinya, mereka ingin yang terbaik. Dan bagi kami, kami harus menghadapi kenyataan.""
""Kenyataannya adalah, kami hanya bisa mulai bicara soal target potensial setelah sekitar 20 pertandingan. Tidak masuk akal memasang target setelah empat atau lima pertandingan.""
""Tentu saja sekarang kami punya rasa percaya diri, tentu saja kami ingin tetap di puncak klasemen, tapi ini adalah satu-satunya target konkret kami saat ini,"" katanya.
| Baca juga: Siapa Sangka Donyell Malen Seseram Ini | 
(nds/ran)",sport
76,"AS Roma ditunggu laga-laga berat melawan Inter Milan dan Real Madrid. Ini jadi kesempatan bagi Roma untuk mengukur diri.
Roma dinanti laga pemuncak klasemen Liga Italia melawan Inter Milan di Serie A akhir pekan ini. Duel Roma vs Inter akan digelar di Stadion Olimpico, Sabtu (19/9/2026) malam WIB.
Kedua tim saat ini tengah bersaing ketat di puncak klasemen Liga Italia usai sama-sama menyapu bersih kemenangan di empat laga pertama. Roma yang ada di posisi pertama hanya unggul selisih gol dari Nerazzurri.
Usai jeda internasional, laga yang tak kalah berat sudah menanti I Lupi. Donyell Malen dkk. akan tandang ke markas Como dalam lanjutan Serie A (11/10) sebelum menjamu Madrid di Liga Champions (15/10).
| Baca juga: Inter dan Como Saingan Utama Roma di Serie A | 
Pelatih Roma Gian Piero Gasperini menilai timnya pantas mendapat kesempatan untuk memainkan laga-laga besar ini. Menurutnya, ini jadi kesempatan bagi Roma untuk mengukur diri.
""Jangan lupakan Como di antaranya, yang akan kami hadapi sebelum Real Madrid dan tim yang sedang menunjukkan kemajuan pesat. Sekarang saya menganggap mereka sebagai salah satu nama besar di liga,"" ujar Gasperini kepada Sky Sport Italia.
""Tentu saja Inter dan Real Madrid adalah dua tim besar di level Eropa, tapi saya kira kami pantas mendapat kesempatan untuk bermain melawan Inter sebagai salah satu pemuncak klasemen dan melawan Real Madrid di Liga Champions.""
""Ini akan jadi periode di mana kami bisa mengukur diri kami sendiri dan melihat apa yang bisa kami lakukan saat menghadapi tim-tim seperti ini,"" katanya.
(nds/rin)",sport
77,"AS Roma memang memulai musim dengan impresif dan sementara ini memimpin klasemen Liga Italia. Tapi I Lupi tetap mengakui Inter Milan adalah tolok ukurnya.
AS Roma akan menjamu Inter Milan di Olimpico, Sabtu (19/9/2026) malam WIB nanti, dalam lanjutan Serie A. Kedua tim sama-sama masih sempurna dari empat pertandingan sejauh ini dan tak ada lagi tim lain dengan catatan begitu.
Menimbang start kedua tim, pertemuan ini pun dianggap sebagai semacam 'final' kepagian. Inter mengawali musim sebagai favorit utama juara dan Roma telah menunjukkan tanda-tanda bakal jadi pesaing.
| Baca juga: Duo Dybala-Malen Puaskan Gasperini | 
Angka-angkanya terlihat bagus. Pasukan Gian Piero Gasperini bukan hanya menyapu bersih empat laga pertama, mereka sudah mencetak 12 gol dan baru kebobolan satu kali.
Hanya Inter yang lebih tajam (13 gol) sementara tak ada tim yang kebobolan lebih sedikit dari Paulo Dybala dkk. Meski begitu, Roma tak akan sesumbar di hadapan juara bertahan.
Meski timnya start dengan cemerlang, Gasperini mengakui Inter masih jadi patokan buat tim lain dan punya mental pemenang.
""Menurut saya, sepertinya semua orang akan setuju, Inter tak diragukan lagi adalah tim untuk dikejar di Serie A dan itu berlaku bagi semua tim lain,"" ujarnya di situs klub.
""Mereka adalah tim yang secara konsisten telah mencapai hal-hal luar biasa di Italia dan Eropa juga, dengan mencapai dua final (Liga Champions) baru-baru ini.""
""Mereka adalah tim yang luar biasa dan saya rasa semua orang mengakuinya. Tim-tim lain sedang mencoba menutup jarak dan bersaing dengan mereka, tapi mereka masih jadi tolok ukurnya.""
""Jelas itu yang jadi target semua orang, sebab Inter sudah diakui secara luas sebagai yang terbaik saat ini,"" imbuh eks pelatih Atalanta tersebut.
(raw/aff)",sport
78,"Serie A malam ini akan diramaikan laga antara dua tim teratas di klasemen saat ini, AS Roma melawan Inter Milan. Jadwal Roma vs Inter bisa disimak di sini.
Roma akan menjamu Inter di Stadion Olimpico pada pertandingan pekan ke kelima Serie A 2026/27, Sabtu (19/9/2026) malam WIB. Ini merupakan pertandingan antara dua tim teratas di klasemen Liga Italia.
Roma dan Inter sama-sama masih sempurna dengan menyapu bersih kemenangan dalam empat pertandingan pertama. I Lupi berada di puncak berkat keunggulan selisih gol atas Inter.
| Baca juga: Roma Tak Berani Sesumbar di Hadapan Inter | 
Di kubu Roma, Donyell Malen tengah on fire dengan mencetak enam gol dalam empat laga dan memuncaki daftar top skor Serie A. Namun, mengalahkan Inter bukan perkara mudah untuk Roma.
Menilik catatan head to head, Inter tengah dominan atas Roma. Dalam Serie A empat musim terakhir, Inter mencatat enam kemenangan berbanding dua miliki Roma.
Pertemuan terakhir kedua tim di Serie A musim lalu dimenangi Inter dengan skor 5-2. Nerazzurri juga jadi pemenang dalam duel terakhir melawan Roma di Stadion Olimpico dengan skor 1-0.
Jadwal Roma vs Inter
Stadion Olimpico, Roma, Sabtu (19/9/2026)
Kick off pukul 23.00 WIB
Live di Vidio
(nds/aff)",sport
79,"Tak bisa dipungkiri bahwa Harry Kane justru kini lebih tajam ketimbang ketika lebih muda. Superstar Bayern Munich itu mengungkapkan rahasianya.
Kane membangun reputasinya sebagai salah satu penyerang tengah terbaik di dunia bersama Tottenham Hotspur. Sebanyak 280 gol dicetak Kane dalam 435 pertandingan Spurs selama 13 tahun.
Striker top Inggris itu kemudian digaet Bayern pada musim panas 2023 di usia 30 tahun. Bukannya menurun, Kane malah terus membaik. Sampai kini sudah 150 gol dicetak Kane. Bahkan Kane mengemas 61 gol pada 2025/2026 untuk menandai musim paling produktif di dalam kariernya.
Dalam wawancaranya dengan Marca, Harry Kane mengungkapkan bahwa dokter pribadinya dan kualitas skuad Bayern memungkinkan dia unjuk penampilan terbaik yang konsisten.
""Anda tahu salah satu alasannya dengan baik [merujuk pada dokter olahraga pribadinya, Alejandro Elorriaga dari Madrid]. Alejandro memainkan peran yang sangat penting di dalam kesuksesanku,"" ungkap pesepakbola berusia 33 tahun ini.
""Kami sudah bekerja sama selama enam setengah tahun sekarang, dan dia itu salah satu alasan mengapa aku bisa tampil di level ini dan bermain di banyak sekali pertandingan. Bukan kebetulan aku bisa terus meningkat selama ini, karena, beberapa orang percaya bahwa performa menurun seiring bertambahnya usia. Namun, buatku justru hampir sebaliknya yang terjadi.""
""[Rahasia yang lain-red] sepakbola itu tentang timing, dan berada di Bayern, dengan tim yang kupunya di sekitarku, membuatku bisa mencetak banyak gol dan juga terlibat di dalam permainan, mengumpan, bertahan, dan semua hal yang kunikmati untuk membantu tim. Terus terang, aku merasa sangat baik secara fisik dan mental... lebih baik dari sebelumnya!"" cetus Harry Kane.
(rin/aff)",sport
80,"Bayern Munich mengganyang Union Berlin 7-0 dalam lanjutan Liga Jerman. Michael Olise memborong hat-trick, Harry Kane menyumbang brace.
Matchday keempat Bundesliga mempertemukan Bayern vs Union Berlin. Pertandingan digelar di Allianz Arena, Sabtu (19/9/2026) dini hari WIB.
Bayern membuka keunggulan pada menit ke-18. Jamal Musiala melepaskan bola tembakan dari luar kotak penalti yang meluncur mulus ke gawang Union Berlin.
PENALTI! Bayern mendapat hadiah tendangan 12 pas pada menit ke-38. Michael Olise dijatuhkan Tom Rothe di kotak terlarang.
Harry Kane maju sebagai algojo penalti Bayern dan sukses menjalankan tugasnya dengan sempurna. Tim tuan rumah unggul 2-0.
Michael Olise mencetak gol di menit ke-43. Pemain asal Prancis ini melepaskan bola sepakan first-time dari luar kotak penalti dan membawa Bayern unggul 3-0 pada akhir babak pertama.
BRACE! Bayern tak mengendurkan serangan selepas turun minum. Harry Kane mencetak gol keduanya pada menit ke-53 dengan bola sundulannya, memanfaatkan umpan lambung Olise.
Die Roten menambah gol lagi di menit ke-70. Kali ini giliran Ismael Saibari yang membobol gawang Union Berlin dari sepakannya.
| Baca juga: Luis Diaz: Bayern Belum Selevel Musim Lalu | 
BRACE! Olise mencetak gol keduanya ke gawang Union Berlin 3 menit berselang. Dia menerima umpan lambun Tom Bischof sebelum mengecoh kiper Frederik Ronnow dan menceploskan bola ke gawang.
HAT-TRICK! Olise menambah golnya di menit ke-76. Dia kali ini menggetarkan jala Union Berlin via bola tembakan jarak jauh. Bayern Munich menang 7-0 atas Union Berlin.
Hasil ini membawa Bayern kukuh di puncak klasemen Liga Jerman dengan 10 poin. Union Berlin tertahan di urutan ke-16 dengan 1 poin.
𝗦𝗜𝗘𝗕𝗘𝗡 - 𝗡𝗨𝗟𝗟! 🤯
Was für eine brutale Performance! pic.twitter.com/fodwXvcEsb
Susunan Pemain
Bayern Munich: Manuel Neuer; Josip Stanisic, Dayot Upamecano, Jonathan Tah, Alphonso Davies; Joshua Kimmich, Aleksandar Pavlovic; Michael Olise, Jamal Musiala, Luis Diaz; Harry Kane.
Union Berlin: Frederik Ronnow; Tom Rothe, Felix Udokhai, Leopold Querfeld, Christopher Trimmel; Rani Khedira, Michel Aebischer; Jeong Woo-yeong, Andras Schafer, Janik Haberer; Latte Lath.
(bay/mrp)",sport
81,"Sejarah kembali dicatatkan penyerang Bayern Munich Harry Kane. Kane baru saja memecahkan rekor pemain tercepat capai 100 gol di Bundesliga.
Bayern menjamu Union Berlin di Allianz Arena, Sabtu (19/9/2026) dini hari WIB. Laga yang berakhir tragis untuk tim tamu setelah dibantai dengan skor 0-7.
Michael Olise jadi bintang lewat torehan hat-trick, sementara Kane bikin dua gol dan sisanya dibagi rata ke Jamal Musiala serta Isameil Saibari.
Bagi Kane, dua gol itu begitu bersejarah karena dia jadi pemain tercepat yang mencapai 100 gol di Bundesliga, hanya 98 laga! Dia memecahkan rekor Dieter Mueller yang butuh 129 laga untuk mencatatkan 100 gol bersama Cologne.
Selisih 31 laga itu bisa diartikan nyaris satu musim penuh Bundesliga, wow bukan? Wajar jika Kane bangga bukan main dengan pencapaiannya itu, mengingat dia sudah memecahkan rekor serupa di Premier League.
""Jujur saya bangga sekali, bisa mencapai 100 gol di BUndesliga,"" ujar Kane yang kini sudah bikin 101 gol di Liga Jerman.
""Saya sudah melakukan itu di Premier League, jadi saya bangga bisa melakukannya lagi di liga lain. Saya cuma bisa bilang terima kasih kepada tim,"" sambungnya seperti dikutip situs resmi Bundesliga.
Hebatnya, Kane punya rasio gol yang luar biasa, satu gol per 78,3 menit usai pindah dari Bundesliga pada 2023. Dia mengalahkan Erling Haaland (per 87 menit), Robert Lewandowski (per 100 menit), dan Gerd Mueller (per 105 menit).
Kane sudah bikin 152 gol dari 154 laga bersama Bayern, termasuk 61 gol dari 51 laga musim lalu.
(mrp/bay)",sport
82,"Union Berlin kena bantai Bayern Munich 7 gol tanpa balas. Akun media sosial Die Eisernen menyindir Lamine Yamal usai kekalahan memalukan tersebut.
'Pembantaian' terjadi di Allianz Arena, Sabtu (19/9/2026) dini hari WIB. Bayern Munich mengganyang Union Berlin 7-0 dalam lanjutan Liga Jerman.
Michael Olise jadi bintang di laga Bayern vs Union Berlin dengan memborong hat-trick. Harry Kane turut tampil trengginas dengan menyumbang brace.
Kane bahkan berhasil memecahkan rekor dengan 2 golnya ke gawang Union Berlin. Bomber Bayern Munich itu jadi pemain tercepat yang mencetak 100 gol di Bundesliga (98 pertandingan).
Union Berlin menanggapi kekalahan telak dari Bayern Munich dengan sarkasme. Akun X Die Eisernen menuliskan komentar sindiran kepada Lamine Yamal terkait persaingan Ballon d'Or 2026.
Yamal sebelumnya mengatakan pencetak gol terbanyak bukan jaminan memenangkan Ballon d'Or. Kata-katanya itu disinyalir merujuk kepada Harry Kane yang mengumpulkan 73 gol sepanjang musim lalu.
""Bisa enggak sih bocah nakal berusia 19 tahun dari Barcelona ini diam saja? Kane dan Olise benar-benar tampil gemilang hari ini dan membuktikan mereka layak mendapatkan Ballon d'Or,"" akun X Union Berlin menuliskan.
Hätte dieser 19-jährige Lausbub aus Barcelona nicht einfach seinen Mund halten können? Kane und Olise sind heute richtig on fire und beweisen, dass sie Ballon-d'-Or-Material sind.#FCBFCU | 7:0 | 77'
— 1. FC Union Berlin (@fcunion) September 18, 2026
Unggahan akun X Union Berlin mendapat balasan dan komentar pedas dari fans Barcelona. Union Berlin kembali memberi balasan dengan nada satir.
""Tolong jangan sebarkan tweet ini di sekitar Barcelona. Kami sekarang belum siap menghadapi kemarahan warga Catalan setelah pertandingan tandang ini,"" Union Berlin menuliskan di X.
(bay/yna)",sport
83,"Penyerang Atletico Madrid Julian Alvarez dikabarkan sedang mempertimbangkan untuk pindah agensi pemain usai gagal berlabuh ke Barcelona pada bursa transfer musim panas lalu.
Rumor transfer Alvarez menjadi salah satu yang paling disorot pada musim panas lalu usai dirinya menyatakan terang-terangan ingin cabut, namun berakhir antiklimaks karena Atletico enggan melepasnya ke klub rival.
Alvarez akhirnya tetap di Atletico dan mulai kembali terintegrasi dengan rekan-rekannya. Ia sudah tampil tiga kali dan mencetak satu assist.
Meski begitu, tampaknya Alvarez masih menyimpan keinginan pergi sebelum kontraknya habis pada 2030 mendatang. Itu disebabkan adanya laporan bahwa ia berencana mengganti agen yang menanganinya saat ini, Fernando Hidalgo.
Radio Onda Cero melaporkan bahwa Alvarez telah menjalin kontak dengan agensi milik Javier Pastore, eks gelandang Paris Saint-Germain dan Timnas Argentina. Sejauh ini belum ada konfirmasi dan baru sekadar pertimbangan.
Pastore memiliki sejumlah klien elite, salah satunya Enzo Fernandez. Ia sukses membantu pemain 25 tahun itu pindah Chelsea ke Manchester City di musim panas lalu meski awalnya terasa mustahil. Barangkali, ini yang menjadi daya tarik untuk Alvarez.
Alvarez sudah bergabung dengan Atletico Madrid sejak 2024. Ia sebelumnya bermain untuk Manchester City, namun berada di bawah bayang-bayang Erling Haaland.
Simak juga Video 'Julian Alvarez Latihan Bareng Atletico, Batal Hengkang?':
(adp/bay)",sport
84,"Real Madrid ditunggu derby kontra Atletico Madrid akhir pekan ini dan Kylian Mbappe menantikan laga sulit. Ini jadi ujian penting buat Los Blancos.
Madrid akan tandang ke Metropolitano Stadium, Minggu (20/9/2026) malam WIB dalam lanjutan Liga Spanyol. Tim besutan Jose Mourinho itu bertekad melanjutkan rentetan kemenangan dan menjaga momentum.
Sebelumnya, mereka mengatasi Inter Milan di Liga Champions lalu membungkam Rayo Vallecano dan Elche di LaLiga. Momentum ini penting dijaga untuk terus menempel Barcelona yang masih sempurna.
Mbappe menantikan duel sengit lain melawan sang rival sekota. Empat pertemuan terakhir menghasilkan dua kemenangan untuk masing-masing tim.
Madrid memenangi dua yang terbaru dengan margin tipis. Dua laga itu juga yang diwarnai ketegangan-ketegangan antara kedua kubu.
""Ini pertandingan yang selalu kami ingin mainkan, pertandingan yang sangat intens. Kami tahu pertandingan ini sangat berarti buat para suporter dan kami,"" ungkap Mbappe dikutip Mundo Deportivo.
""Saya suka bermain tandang, di sanalah Anda bisa melihat karakter pemain sesungguhnya, dan penting untuk punya itu di laga-laga semacam ini. Kami ingin meneruskan rentetan kemenangan, dengan pengorbanan, karakter, dan komitmen.""
| Baca juga: Mbappe Menanti Panggilan Zidane | 
(raw/adp)",sport
